PassengerId,Survived,Pclass,Name,NameLength,Sex,SibSpouce,ParentsChild,TicketNumber,Fare,Cabin,Age_wiki,Age_Months,HometownCountry,Boarded,Destination,DestinationCountry,Lifeboat,LifeboatSupport
767,0,1,"Brewe, Dr. Arthur Jackson",25,male,0,0,112379,39.6,,45,540,US,Cherbourg,"Philadelphia, Pennsylvania, US",US,,No
768,0,3,"Mangan, Miss. Mary",18,female,0,0,364850,7.75,,32,384,Ireland,Queenstown,"Chicago, Illinois, US",US,,No
769,0,3,"Moran, Mr. Daniel J",19,male,1,0,371110,24.15,,27,324,Ireland,Queenstown,"Brooklyn, New York, US",US,,No
770,0,3,"Gronnestad, Mr. Daniel Danielsen",32,male,0,0,8471,8.3625,,32,384,Norway,Southampton,"Portland, North Dakota, US",US,,No
771,0,3,"Lievens, Mr. Rene Aime",22,male,0,0,345781,9.5,,24,288,Belgium,Southampton,"Detroit, Michigan, US",US,,No
772,0,3,"Jensen, Mr. Niels Peder",23,male,0,0,350047,7.8542,,48,576,US,Southampton,"Portland, Oregon, US",US,,No
773,0,2,"Mack, Mrs. ",11,female,0,0,S.O./P.P. 3,10.5,E77,57,684,England,Southampton,New York City,US,,No
774,0,3,"Elias, Mr. Dibo",15,male,0,0,2674,7.225,,29,348,Lebanon,Cherbourg,New York City,US,,No
775,1,2,"Hocking, Mrs. Elizabeth ",24,female,1,3,29105,23,,54,648,England,Southampton,"Akron, Ohio, US",US,4,Yes
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",39,male,0,0,347078,7.75,,18,216,Sweden,Southampton,"Chicago, Illinois, US",US,,No
777,0,3,"Tobin, Mr. Roger",16,male,0,0,383121,7.75,F38,20,240,Ireland,Queenstown,New York City,US,,No
778,1,3,"Emanuel, Miss. Virginia Ethel",29,female,0,0,364516,12.475,,6,72,US,Southampton,New York City,US,13,Yes
779,0,3,"Kilgannon, Mr. Thomas J",23,male,0,0,36865,7.7375,,22,264,Ireland,Queenstown,New York City,US,,No
780,1,1,"Robert, Mrs. Edward Scott ",26,female,0,1,24160,211.3375,B3,43,516,US,Southampton,"St Louis, Missouri, US",US,2,Yes
781,1,3,"Ayoub, Miss. Banoura",20,female,0,0,2687,7.2292,,15,180,Lebanon,Cherbourg,"Owen Sound, Ontario, Canada",Canada,C,Yes
782,1,1,"Dick, Mrs. Albert Adrian ",25,female,1,0,17474,57,B20,17,204,Canada,Southampton,"Calgary, Alberta, Canada",Canada,3,Yes
783,0,1,"Long, Mr. Milton Clyde",22,male,0,0,113501,30,D6,29,348,US,Southampton,"Springfield, Massachusetts, US",US,,No
784,0,3,"Johnston, Mr. Andrew G",22,male,1,2,W./C. 6607,23.45,,35,420,England,Southampton,"New London, Connecticut, US",US,,No
785,0,3,"Ali, Mr. William",16,male,0,0,SOTON/O.Q. 3101312,7.05,,25,300,Argentina,Southampton,New York City,US,,No
786,0,3,"Harmer, Mr. Abraham ",20,male,0,0,374887,7.25,,25,300,England,Southampton,"Montreal, Quebec, Canada",Canada,,No
787,1,3,"Sjoblom, Miss. Anna Sofia",25,female,0,0,3101265,7.4958,,18,216,Finland,Southampton,"Olympia, Washington, US",US,16,Yes
788,0,3,"Rice, Master. George Hugh",25,male,4,1,382652,29.125,,8,96,Ireland,Queenstown,"Spokane, Washington, US",US,,No
789,1,3,"Dean, Master. Bertram Vere",26,male,1,2,C.A. 2315,20.575,,1,12,England,Southampton,"Wichita, Kansas, US",US,10,Yes
790,0,1,"Guggenheim, Mr. Benjamin",24,male,0,0,PC 17593,79.2,B82 B84,46,552,France,Cherbourg,"New York, New York, US",US,,No
791,0,3,"Keane, Mr. Andrew ""Andy""",24,male,0,0,12460,7.75,,23,276,Ireland,Queenstown,"Auburndale, Florida, US",US,,No
792,0,2,"Gaskell, Mr. Alfred",19,male,0,0,239865,26,,18,216,England,Southampton,"Montreal, Quebec, Canada",Canada,,No
793,0,3,"Sage, Miss. Stella Anna",23,female,8,2,CA. 2343,69.55,,20,240,England,Southampton,"Jacksonville, Florida, US",US,,No
794,0,1,"Hoyt, Mr. William Fisher",24,male,0,0,PC 17600,30.6958,,42,504,US,Cherbourg,"New York, New York, US",US,14,Yes
795,0,3,"Dantcheff, Mr. Ristiu",21,male,0,0,349203,7.8958,,25,300,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
796,0,2,"Otter, Mr. Richard",18,male,0,0,28213,13,,39,468,US,Southampton,"Middleburg Heights, Ohio, US",US,,No
797,1,1,"Leader, Dr. Alice ",18,female,0,0,17465,25.9292,D17,49,588,US,Southampton,"New York, New York, US",US,8,Yes
798,1,3,"Osman, Mrs. Mara",16,female,0,0,349244,8.6833,,31,372,Croatia,Southampton,"Steelton, Pennsylvania, US",US,,No
799,0,3,"Ibrahim Shawah, Mr. Yousseff",28,male,0,0,2685,7.2292,,33,396,Lebanon,Cherbourg,New York City,US,,No
800,0,3,"Van Impe, Mrs. Jean Baptiste ",29,female,1,1,345773,24.15,,30,360,Belgium,Southampton,"Detroit, Michigan, US",US,,No
801,0,2,"Ponesell, Mr. Martin",20,male,0,0,250647,13,,34,408,England,Southampton,New York City,US,,No
802,1,2,"Collyer, Mrs. Harvey ",21,female,1,1,C.A. 31921,26.25,,31,372,England,Southampton,"Payette, Idaho, US",US,14,Yes
803,1,1,"Carter, Master. William Thornton II",35,male,1,2,113760,120,B96 B98,11,132,US,Southampton,"Bryn Mawr, Pennsylvania, US",US,4,Yes
804,1,3,"Thomas, Master. Assad Alexander",31,male,0,1,2625,8.5167,,0.42,5,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",US,16,Yes
805,1,3,"Hedman, Mr. Oskar Arvid",23,male,0,0,347089,6.975,,27,324,US,Southampton,"St. Paul, Minnesota, US",US,15,Yes
806,0,3,"Johansson, Mr. Karl Johan",25,male,0,0,347063,7.775,,31,372,US,Southampton,"Duluth, Minnesota, US",US,,No
807,0,1,"Andrews, Mr. Thomas Jr",22,male,0,0,112050,0,A36,39,468,Ireland,Belfast,"New York, New York, US",US,,No
808,0,3,"Pettersson, Miss. Ellen Natalia",31,female,0,0,347087,7.775,,18,216,Sweden,Southampton,"Iron Mountain, Michigan, US",US,,No
809,0,2,"Meyer, Mr. August",17,male,0,0,248723,13,,31,372,England,Southampton,New York City,US,,No
810,1,1,"Chambers, Mrs. Norman Campbell ",31,female,1,0,113806,53.1,E8,32,384,US,Southampton,"New York, New York, US",US,5,Yes
811,0,3,"Alexander, Mr. William",22,male,0,0,3474,7.8875,,23,276,England,Southampton,"Albion, Michigan, US",US,,No
812,0,3,"Lester, Mr. James",17,male,0,0,A/4 48871,24.15,,39,468,England,Southampton,"Pontiac, Michigan, US",US,,No
813,0,2,"Slemen, Mr. Richard James",25,male,0,0,28206,10.5,,35,420,England,Southampton,"Nashua, New Hampshire, US",US,,No
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",34,female,4,2,347082,31.275,,6,72,Sweden,Southampton,"Winnipeg, Manitoba, Canada",Canada,,No
815,0,3,"Tomlin, Mr. Ernest Portage",26,male,0,0,364499,8.05,,22,264,Canada,Southampton,"Des Moines, Iowa, US",US,,No
816,0,1,"Fry, Mr. Richard",16,male,0,0,112058,0,B102,39,468,England,Southampton,"New York, New York, US",US,,No
817,0,3,"Heininen, Miss. Wendla Maria",28,female,0,0,STON/O2. 3101290,7.925,,23,276,Finland,Southampton,New York City,US,,No
818,0,2,"Mallet, Mr. Albert",18,male,1,1,S.C./PARIS 2079,37.0042,,31,372,Canada,Cherbourg,"Montreal, Quebec, Canada",Canada,,No
819,0,3,"Holm, Mr. John Fredrik Alexander",32,male,0,0,C 7075,6.45,,43,516,Sweden,Southampton,New York City,US,,No
820,0,3,"Skoog, Master. Karl Thorsten",28,male,3,2,347088,27.9,,11,132,Sweden,Southampton,"Iron Mountain, Michigan, US",US,,No
821,1,1,"Hays, Mrs. Charles Melville ",28,female,1,1,12749,93.5,B69,52,624,Canada,Southampton,"Montreal, Quebec, Canada",Canada,3,Yes
822,1,3,"Lulic, Mr. Nikola",17,male,0,0,315098,8.6625,,29,348,Croatia,Southampton,"Chicago, Illinois, US",US,15,Yes
823,0,1,"Reuchlin, Jonkheer. John George",31,male,0,0,19972,0,,38,456,Netherlands,Southampton,"New York, New York, US",US,,No
824,1,3,"Moor, Mrs. ",11,female,0,1,392096,12.475,E121,29,348,Russia,Southampton,"Chicago, Illinois, US",US,14,Yes
825,0,3,"Panula, Master. Urho Abraham",28,male,4,1,3101295,39.6875,,2,24,Finland,Southampton,"Coal Center, Pennsylvania, US",US,,No
826,0,3,"Flynn, Mr. John",15,male,0,0,368323,6.95,,42,504,Ireland,Queenstown,"Pittsburgh, Pennsylvania, US",US,,No
827,0,3,"Lam, Mr. Len",12,male,0,0,1601,56.4958,,23,276,China,Southampton,New York City,US,,No
828,1,2,"Mallet, Master. Andre",21,male,0,2,S.C./PARIS 2079,37.0042,,1,12,Canada,Cherbourg,"Montreal, Quebec, Canada",Canada,10,Yes
829,1,3,"McCormack, Mr. Thomas Joseph",28,male,0,0,367228,7.75,,19,228,US,Queenstown,"Guttenberg, New Jersey, US",US,15,Yes
830,1,1,"Stone, Mrs. George Nelson ",26,female,0,0,113572,80,B28,62,744,US,Southampton,"New York, New York, US",US,6,Yes
831,1,3,"Yasbeck, Mrs. Antoni ",21,female,1,0,2659,14.4542,,15,180,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",US,C,Yes
832,1,2,"Richards, Master. George Sibley",31,male,1,1,29106,18.75,,0.75,9,England,Southampton,"Akron, Ohio, US",US,4,Yes
833,0,3,"Saad, Mr. Amin",14,male,0,0,2671,7.2292,,30,360,Lebanon,Cherbourg,New York City,US,,No
834,0,3,"Augustsson, Mr. Albert",22,male,0,0,347468,7.8542,,23,276,Sweden,Southampton,"Bloomington, Indiana, US",US,,No
835,0,3,"Allum, Mr. Owen George",22,male,0,0,2223,8.3,,15,180,England,Southampton,New York City,US,,No
836,1,1,"Compton, Miss. Sara Rebecca",27,female,1,1,PC 17756,83.1583,E49,39,468,US,Cherbourg,"Lakewood, New Jersey, US",US,14,Yes
837,0,3,"Pasic, Mr. Jakob",16,male,0,0,315097,8.6625,,21,252,Slovenia,Southampton,"Aurora, Illinois, US",US,,No
838,0,3,"Sirota, Mr. Maurice",19,male,0,0,392092,8.05,,20,240,England,Southampton,New York City,US,,No
839,1,3,"Chip, Mr. Chang",15,male,0,0,1601,56.4958,,32,384,China,Southampton,New York City,US,C,Yes
840,1,1,"Marechal, Mr. Pierre",20,male,0,0,11774,29.7,C47,28,336,France,Cherbourg,"New York, New York, US",US,7,Yes
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",27,male,0,0,SOTON/O2 3101287,7.925,,19,228,Finland,Southampton,"Astoria, Oregon, US",US,,No
842,0,2,"Mudd, Mr. Thomas Charles",24,male,0,0,S.O./P.P. 3,10.5,,16,192,England,Southampton,New York City,US,,No
843,1,1,"Serepeca, Miss. Augusta",23,female,0,0,113798,31,,30,360,US,Southampton,"Bryn Mawr, Pennsylvania, US",US,4,Yes
844,0,3,"Lemberopolous, Mr. Peter L",26,male,0,0,2683,6.4375,,30,360,Greece,Cherbourg,"Stamford, Connecticut US",US,,No
845,0,3,"Culumovic, Mr. Jeso",19,male,0,0,315090,8.6625,,17,204,Croatia,Southampton,"Hammond, Indiana, US",US,,No
846,0,3,"Abbing, Mr. Anthony",19,male,0,0,C.A. 5547,7.55,,40,480,US,Southampton,"Cincinnati, Ohio, US",US,,No
847,0,3,"Sage, Mr. Douglas Bullen",24,male,8,2,CA. 2343,69.55,,18,216,England,Southampton,"Jacksonville, Florida, US",US,,No
848,0,3,"Markoff, Mr. Marin",18,male,0,0,349213,7.8958,,35,420,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
849,0,2,"Harper, Rev. John",17,male,0,1,248727,33,,39,468,England,Southampton,"Chicago, Illinois, US",US,,No
850,1,1,"Goldenberg, Mrs. Samuel L ",26,female,1,0,17453,89.1042,C92,40,480,France,Cherbourg,"New York, New York, US",US,5,Yes
851,0,3,"Andersson, Master. Sigvard Harald Elias",39,male,4,2,347082,31.275,,4,48,Sweden,Southampton,"Winnipeg, Manitoba, Canada",Canada,,No
852,0,3,"Svensson, Mr. Johan",19,male,0,0,347060,7.775,,74,888,Sweden,Southampton,"Effington Rut, South Dakota, US",US,,No
853,0,3,"Boulos, Miss. Nourelain",23,female,1,1,2678,15.2458,,7,84,Lebanon,Cherbourg,"Kent, British Columbia, Canada",Canada,,No
854,1,1,"Lines, Miss. Mary Conover",25,female,0,1,PC 17592,39.4,D28,16,192,France,Cherbourg,"Hanover, New Hampshire, US",US,9,Yes
855,0,2,"Carter, Mrs. Ernest Courtenay ",30,female,1,0,244252,26,,45,540,England,Southampton,New York City,US,,No
856,1,3,"Aks, Mrs. Sam ",14,female,0,1,392091,9.35,,18,216,England,Southampton,"Norfolk, Virginia, US",US,13,Yes
857,1,1,"Wick, Mrs. George Dennick ",26,female,1,1,36928,164.8667,,45,540,US,Southampton,"Youngstown, Ohio, US",US,8,Yes
858,1,1,"Daly, Mr. Peter Denis ",22,male,0,0,113055,26.55,E17,51,612,Peru,Southampton,"Lima, Peru",Peru,A,Yes
859,1,3,"Baclini, Mrs. Solomon ",22,female,0,3,2666,19.2583,,24,288,Lebanon,Cherbourg,"Brooklyn, New York, US",US,C,Yes
860,0,3,"Razi, Mr. Raihed",16,male,0,0,2629,7.2292,,30,360,Lebanon,Cherbourg,New York City,US,,No
861,0,3,"Hansen, Mr. Claus Peter",23,male,2,0,350026,14.1083,,41,492,US,Southampton,"Racine, Wisconsin, US",US,,No
862,0,2,"Giles, Mr. Frederick Edward",27,male,1,0,28134,11.5,,20,240,England,Southampton,"Camden, New Jersey, US",US,,No
863,1,1,"Swift, Mrs. Frederick Joel ",27,female,0,0,17466,25.9292,D17,46,552,US,Southampton,"New York, New York, US",US,8,Yes
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",33,female,8,2,CA. 2343,69.55,,14,168,England,Southampton,"Jacksonville, Florida, US",US,,No
865,0,2,"Gill, Mr. John William",22,male,0,0,233866,13,,24,288,England,Southampton,New York City,US,,No
866,1,2,"Bystrom, Mrs. ",14,female,0,0,236852,13,,42,504,US,Southampton,New York City,US,,No
867,1,2,"Duran y More, Miss. Asuncion",28,female,1,0,SC/PARIS 2149,13.8583,,27,324,Spain,Cherbourg,"Havana, Cuba",Cuba,12,Yes
868,0,1,"Roebling, Mr. Washington Augustus II",36,male,0,0,PC 17590,50.4958,A24,31,372,US,Southampton,"Trenton, New Jersey, US",US,,No
869,0,3,"van Melkebeke, Mr. Philemon",27,male,0,0,345777,9.5,,23,276,Belgium,Southampton,"Detroit, Michigan, US",US,,No
870,1,3,"Johnson, Master. Harold Theodor",31,male,1,1,347742,11.1333,,4,48,US,Southampton,"St. Charles, Illinois, US",US,15,Yes
871,0,3,"Balkic, Mr. Cerin",17,male,0,0,349248,7.8958,,26,312,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",US,,No
872,1,1,"Beckwith, Mrs. Richard Leonard ",31,female,1,1,11751,52.5542,D35,46,552,US,Southampton,"New York, New York, US",US,5,Yes
873,0,1,"Carlsson, Mr. Frans Olof",24,male,0,0,695,5,B51 B53 B55,33,396,US,Southampton,"New York, New York, US",US,,No
874,0,3,"Vander Cruyssen, Mr. Victor",27,male,0,0,345765,9,,46,552,Belgium,Southampton,"Detroit, Michigan, US",US,,No
875,1,2,"Abelson, Mrs. Samuel ",21,female,1,0,P/PP 3381,24,,28,336,Russia,Cherbourg,"New York, New York, US",US,10,Yes
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",32,female,0,0,2667,7.225,,15,180,Lebanon,Cherbourg,"Brooklyn, New York, US",US,C,Yes
877,0,3,"Gustafsson, Mr. Alfred Ossian",29,male,0,0,7534,9.8458,,19,228,Finland,Southampton,"Waukegan, Illinois, US",US,,No
878,0,3,"Petroff, Mr. Nedelio",20,male,0,0,349212,7.8958,,19,228,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
879,0,3,"Laleff, Mr. Kristo",18,male,0,0,349217,7.8958,,23,276,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
880,1,1,"Potter, Mrs. Thomas Jr ",23,female,0,1,11767,83.1583,C50,56,672,US,Cherbourg,"Philadelphia, Pennsylvania, US",US,7,Yes
881,1,2,"Shelley, Mrs. William ",22,female,0,1,230433,26,,25,300,US,Southampton,"Deer Lodge, Montana, US",US,12,Yes
882,0,3,"Markun, Mr. Johann",18,male,0,0,349257,7.8958,,33,396,Slovenia,Cherbourg,New York City,US,,No
883,0,3,"Dahlberg, Miss. Gerda Ulrika",28,female,0,0,7552,10.5167,,22,264,Sweden,Southampton,"Chicago, Illinois, US",US,,No
884,0,2,"Banfield, Mr. Frederick James",29,male,0,0,C.A./SOTON 34068,10.5,,28,336,England,Southampton,"Houghton, Michigan, US",US,,No
885,0,3,"Sutehall, Mr. Henry Jr",22,male,0,0,SOTON/OQ 392076,7.05,,25,300,England,Southampton,"Buffalo, New York, US",US,,No
886,0,3,"Rice, Mrs. William ",19,female,0,5,382652,29.125,,39,468,Ireland,Queenstown,"Spokane, Washington, US",US,,No
887,0,2,"Montvila, Rev. Juozas",21,male,0,0,211536,13,,27,324,Lithuania,Southampton,"Worcester, Massachusetts, US",US,,No
888,1,1,"Graham, Miss. Margaret Edith",28,female,0,0,112053,30,B42,19,228,US,Southampton,"Greenwich, Connecticut, US",US,3,Yes
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",40,female,1,2,W./C. 6607,23.45,,7,84,England,Southampton,"New London, Connecticut, US",US,,No
890,1,1,"Behr, Mr. Karl Howell",21,male,0,0,111369,30,C148,26,312,US,Cherbourg,"New York, New York, US",US,5,Yes
891,0,3,"Dooley, Mr. Patrick",19,male,0,0,370376,7.75,,43,516,Ireland,Queenstown,New York City,US,,No
892,,3,"Kelly, Mr. James",16,male,0,0,330911,7.8292,,19,228,Ireland,Southampton,New York City,US,,No
893,,3,"Wilkes, Mrs. James ",19,female,1,0,363272,7,,47,564,England,Southampton,"Akron, Ohio, US",US,16,Yes
894,,2,"Myles, Mr. Thomas Francis",25,male,0,0,240276,9.6875,,63,756,Ireland,Queenstown,"Waban, Massachusetts, US",US,,No
895,,3,"Wirz, Mr. Albert",16,male,0,0,315154,8.6625,,27,324,Switzerland,Southampton,"Beloit, Wisconsin, US",US,,No
896,,3,"Hirvonen, Mrs. Alexander ",25,female,1,1,3101298,12.2875,,22,264,Finland,Southampton,"Monessen, Pennsylvania, US",US,15,Yes
897,,3,"Svensson, Mr. Johan Cervin",26,male,0,0,7538,9.225,,14,168,Sweden,Southampton,"Beresford, South Dakota, US",US,13,Yes
898,,3,"Connolly, Miss. Kate",20,female,0,0,330972,7.6292,,35,420,Ireland,Queenstown,"Dobbs Ferry, New York, US",US,,No
899,,2,"Caldwell, Mr. Albert Francis",28,male,1,1,248738,29,,26,312,Bangkok,Southampton,"Roseville, Illinois, US",US,13,Yes
900,,3,"Abrahim, Mrs. Joseph ",21,female,0,0,2657,7.2292,,18,216,Syria,Cherbourg,"Greensburg, Pennsylvania, US",US,C,Yes
901,,3,"Davies, Mr. John Samuel",23,male,2,0,A/4 48871,24.15,,21,252,England,Southampton,"Pontiac, Michigan, US",US,,No
902,,3,"Ilieff, Mr. Ylio",16,male,0,0,349220,7.8958,,32,384,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
903,,1,"Jones, Mr. Charles Cresson",26,male,0,0,694,26,,46,552,US,Southampton,"Bennington, Vermont, US",US,,No
904,,1,"Snyder, Mrs. John Pillsbury ",28,female,1,0,21228,82.2667,B45,23,276,US,Southampton,"Minneapolis, Minnesota, US",US,7,Yes
905,,2,"Howard, Mr. Benjamin",20,male,1,0,24065,26,,63,756,England,Southampton,"Idaho, US",US,,No
906,,1,"Chaffee, Mrs. Herbert Fuller ",29,female,1,0,W.E.P. 5734,61.175,E31,47,564,US,Southampton,"Amenia, North Dakota, US",US,4,Yes
907,,2,"del Carlo, Mrs. Sebastiano ",27,female,1,0,SC/PARIS 2167,27.7208,,24,288,Italy,Cherbourg,"Chicago, Illinois, US",US,11,Yes
908,,2,"Keane, Mr. Daniel",17,male,0,0,233734,12.35,,35,420,Ireland,Queenstown,"St Louis, Missouri, US",US,,No
909,,3,"Assaf, Mr. Gerios",17,male,0,0,2692,7.225,,21,252,Lebanon,Cherbourg,"Ottawa, Ontario, Canada",Canada,,No
910,,3,"Ilmakangas, Miss. Ida Livija",28,female,1,0,STON/O2. 3101270,7.925,,27,324,US,Southampton,New York City,US,,No
911,,3,"Assaf Khalil, Mrs. Mariana ",27,female,0,0,2696,7.225,,45,540,Lebanon,Cherbourg,"Ottawa, Ontario, Canada",Canada,C,Yes
912,,1,"Rothschild, Mr. Martin",22,male,1,0,PC 17603,59.4,,46,552,US,Cherbourg,"New York, New York, US",US,,No
913,,3,"Olsen, Master. Artur Karl",25,male,0,1,C 17368,3.1708,,9,108,Norway,Southampton,"Brooklyn, New York, US",US,13,Yes
914,,1,"Flegenheim, Mrs. Alfred ",24,female,0,0,PC 17598,31.6833,,48,576,US,Cherbourg,"New York, New York, US",US,7,Yes
915,,1,"Williams, Mr. Richard Norris II",31,male,0,1,PC 17597,61.3792,,21,252,Switzerland,Cherbourg,"Radnor, Pennsylvania, US",US,A,Yes
916,,1,"Ryerson, Mrs. Arthur Larned ",28,female,1,3,PC 17608,262.375,B57 B59 B63 B66,48,576,US,Cherbourg,"Cooperstown, New York, US",US,4,Yes
917,,3,"Robins, Mr. Alexander A",23,male,1,0,A/5. 3337,14.5,,50,600,England,Southampton,"Yonkers, New York, US",US,,No
918,,1,"Ostby, Miss. Helene Ragnhild",28,female,0,1,113509,61.9792,B36,22,264,US,Southampton,"Providence, Rhode Island, US",US,5,Yes
919,,3,"Daher, Mr. Shedid",17,male,0,0,2698,7.225,,19,228,Lebanon,Cherbourg,"Kulpmont, Pennsylvania, US",US,,No
920,,1,"Brady, Mr. John Bertram",23,male,0,0,113054,30.5,A21,41,492,US,Southampton,"Pomeroy, Washington, US",US,,No
921,,3,"Samaan, Mr. Elias",17,male,2,0,2662,21.6792,,17,204,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",US,,No
922,,2,"Louch, Mr. Charles Alexander",28,male,1,0,SC/AH 3085,26,,50,600,England,Southampton,New York City,US,,No
923,,2,"Jefferys, Mr. Clifford Thomas",29,male,2,0,C.A. 31029,31.5,,24,288,Channel Islands,Southampton,"Elizabeth, New Jersey, US",US,,No
924,,3,"Dean, Mrs. Bertram ",19,female,1,2,C.A. 2315,20.575,,32,384,England,Southampton,"Wichita, Kansas, US",US,10,Yes
925,,3,"Johnston, Mrs. Andrew G ",24,female,1,2,W./C. 6607,23.45,,34,408,England,Southampton,"New London, Connecticut, US",US,,No
926,,1,"Mock, Mr. Philipp Edmund",24,male,1,0,13236,57.75,C78,30,360,US,Cherbourg,"New York, New York, US",US,11,Yes
927,,3,"Katavelas, Mr. Vassilios ",25,male,0,0,2682,7.2292,,19,228,Greece,Cherbourg,"Milwaukee, Wisconsin, US",US,,No
928,,3,"Roth, Miss. Sarah A",19,female,0,0,342712,8.05,,26,312,England,Southampton,New York City,US,C,Yes
929,,3,"Cacic, Miss. Manda",18,female,0,0,315087,8.6625,,21,252,Croatia,Southampton,"Chicago, Illinois, US",US,,No
930,,3,"Sap, Mr. Julius",15,male,0,0,345768,9.5,,21,252,Belgium,Southampton,"Detroit, Michigan, US",US,11,Yes
931,,3,"Hee, Mr. Ling",13,male,0,0,1601,56.4958,,28,336,China,Southampton,New York City,US,,No
932,,3,"Karun, Mr. Franz",16,male,0,1,349256,13.4167,,39,468,Slovenia,Southampton,"Galesburg, Illinois, US",US,15,Yes
933,,1,"Franklin, Mr. Thomas Parham",27,male,0,0,113778,26.55,D34,37,444,England,Southampton,"New York, New York, US",US,,No
934,,3,"Goldsmith, Mr. Nathan",21,male,0,0,SOTON/O.Q. 3101263,7.85,,41,492,Russia,Southampton,"Philadelphia, Pennsylvania, US",US,,No
935,,2,"Corbett, Mrs. Walter H ",23,female,0,0,237249,13,,30,360,US,Southampton,"Provo, Utah, US",US,,No
936,,1,"Kimball, Mrs. Edwin Nelson Jr ",30,female,1,0,11753,52.5542,D19,45,540,US,Southampton,"Boston, Massachusetts, US",US,5,Yes
937,,3,"Peltomaki, Mr. Nikolai Johannes",31,male,0,0,STON/O 2. 3101291,7.925,,25,300,Finland,Southampton,New York City,US,,No
938,,1,"Chevre, Mr. Paul Romaine",24,male,0,0,PC 17594,29.7,A9,45,540,France,Cherbourg,"Ottawa, Ontario, Canada",Canada,7,Yes
939,,3,"Shaughnessy, Mr. Patrick",24,male,0,0,370374,7.75,,24,288,Ireland,Queenstown,New York City,US,,No
940,,1,"Bucknell, Mrs. William Robert ",30,female,0,0,11813,76.2917,D15,59,708,US,Cherbourg,"Philadelphia, Pennsylvania, US",US,8,Yes
941,,3,"Coutts, Mrs. William ",21,female,0,2,C.A. 37671,15.9,,36,432,England,Southampton,"Brooklyn, New York, US",US,2,Yes
942,,1,"Smith, Mr. Lucien Philip",24,male,1,0,13695,60,C31,24,288,US,Cherbourg,"Huntington, West Virginia, US",US,,No
943,,2,"Pulbaum, Mr. Franz",18,male,0,0,SC/PARIS 2168,15.0333,,27,324,US,Southampton,New York City,US,,No
944,,2,"Hocking, Miss. Ellen Nellie",27,female,2,1,29105,23,,20,240,England,Southampton,"Akron, Ohio, US",US,4,Yes
945,,1,"Fortune, Miss. Ethel Flora",26,female,3,2,19950,263,C23 C25 C27,28,336,Canada,Southampton,"Winnipeg, Manitoba, Canada",Canada,10,Yes
946,,2,"Mangiavacchi, Mr. Serafino Emilio",33,male,0,0,SC/A.3 2861,15.5792,,30,360,France,Cherbourg,New York City,US,,No
947,,3,"Rice, Master. Albert",20,male,4,1,382652,29.125,,10,120,Ireland,Queenstown,"Spokane, Washington, US",US,,No
948,,3,"Cor, Mr. Bartol",15,male,0,0,349230,7.8958,,35,420,Croatia,Southampton,"Great Falls, Montana, US",US,,No
949,,3,"Abelseth, Mr. Olaus Jorgensen",29,male,0,0,348122,7.65,F G63,25,300,US,Southampton,"Perkins County, South Dakota, US",US,A,Yes
950,,3,"Davison, Mr. Thomas Henry",25,male,1,0,386525,16.1,,32,384,England,Southampton,"Bedford, Indiana, US",US,,No
951,,1,"Chaudanson, Miss. Victorine",27,female,0,0,PC 17608,262.375,B61,36,432,US,Cherbourg,"Cooperstown, New York, US",US,4,Yes
952,,3,"Dika, Mr. Mirko",15,male,0,0,349232,7.8958,,17,204,Croatia,Southampton,"Vancouver, British Columbia, Canada",Canada,,No
953,,2,"McCrae, Mr. Arthur Gordon",25,male,0,0,237216,13.5,,32,384,Australia,Southampton,Canada,Canada,,No
954,,3,"Bjorklund, Mr. Ernst Herbert",28,male,0,0,347090,7.75,,18,216,Sweden,Southampton,New York City,US,,No
955,,3,"Bradley, Miss. Bridget Delia",28,female,0,0,334914,7.725,,22,264,Ireland,Queenstown,"Glen Falls, New York, US",US,13,Yes
956,,1,"Ryerson, Master. John Borie",27,male,2,2,PC 17608,262.375,B57 B59 B63 B66,13,156,US,Cherbourg,"Cooperstown, New York, US",US,4,Yes
957,,2,"Corey, Mrs. Percy C ",20,female,0,0,F.C.C. 13534,21,,30,360,US,Southampton,"Pittsburgh, Pennsylvania, US",US,,No
958,,3,"Burns, Miss. Mary Delia",23,female,0,0,330963,7.8792,,17,204,Ireland,Queenstown,New York City,US,,No
959,,1,"Moore, Mr. Clarence Bloomfield",30,male,0,0,113796,42.4,,47,564,US,Southampton,"Washington, DC, US",US,,No
