"","PassengerId","Survived","Pclass","Name","NameLength","Sex","SibSpouse","ParentsChild","TicketNumber","Fare","Cabin","Age_wiki","Age_Months","HometownCountry","Boarded","Destination","DestinationCountry","Lifeboat","LifeboatSupport"
"716",716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",42,"male",0,0,"348124",7,"F G73",19,228,"Norway","Southampton","Minneapolis, Minnesota, US","US","","No"
"717",717,1,1,"Endres, Miss. Caroline Louise",29,"female",0,0,"PC 17757",227,"C45",39,468,"US","Cherbourg","New York, New York, US","US","4","Yes"
"718",718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",35,"female",0,0,"34218",10,"E101",27,324,"England","Southampton","Auburndale, Florida, US","US","16","Yes"
"719",719,0,3,"McEvoy, Mr. Michael",19,"male",0,0,"36568",15,"",19,228,"Ireland","Queenstown","New York City","US","","No"
"720",720,0,3,"Johnson, Mr. Malkolm Joackim",28,"male",0,0,"347062",7,"",33,396,"US","Southampton","Minneapolis, Minnesota, US","US","","No"
"721",721,1,2,"Harper, Miss. Annie Jessie ""Nina""",33,"female",0,1,"248727",33,"",6,72,"England","Southampton","Chicago, Illinois, US","US","11","Yes"
"722",722,0,3,"Jensen, Mr. Svend Lauritz",25,"male",1,0,"350048",7,"",17,204,"Denmark","Southampton","Portland, Oregon, US","US","","No"
"723",723,0,2,"Gillespie, Mr. William Henry",28,"male",0,0,"12233",13,"",34,408,"Ireland","Southampton","Vancouver, British Columbia, Canada","Canada","","No"
"724",724,0,2,"Hodges, Mr. Henry Price",23,"male",0,0,"250643",13,"",50,600,"England","Southampton","Boston, Massachusetts, US","US","","No"
"725",725,1,1,"Chambers, Mr. Norman Campbell",29,"male",1,0,"113806",53,"E8",27,324,"US","Southampton","New York, New York, US","US","5","Yes"
"726",726,0,3,"Oreskovic, Mr. Luka",19,"male",0,0,"315094",8,"",20,240,"Croatia","Southampton","Chicago, Illinois, US","US","","No"
"727",727,1,2,"Renouf, Mrs. Peter Henry ",25,"female",3,0,"31027",21,"",30,360,"US","Southampton","Elizabeth, New Jersey, US","US","12","Yes"
"728",728,1,3,"Mannion, Miss. Margareth",24,"female",0,0,"36866",7,"",28,336,"Ireland","Queenstown","New York City","US","16","Yes"
"729",729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",31,"male",1,0,"236853",26,"",25,300,"Sweden","Southampton","Rockford, Illinois, US","US","","No"
"730",730,0,3,"Ilmakangas, Miss. Pieta Sofia",29,"female",1,0,"STON/O2. 3101271",7,"",25,300,"Finland","Southampton","New York City","US","","No"
"731",731,1,1,"Allen, Miss. Elisabeth Walton",29,"female",0,0,"24160",211,"B5",29,348,"US","Southampton","St Louis, Missouri, US","US","2","Yes"
"732",732,0,3,"Hassan, Mr. Houssein G N",24,"male",0,0,"2699",18,"",11,132,"US","Cherbourg","Fredericksburg, Virginia, US","US","","No"
"733",733,0,2,"Knight, Mr. Robert J",20,"male",0,0,"239855",0,"",39,468,"Ireland","Belfast","New York City","US","","No"
"734",734,0,2,"Berriman, Mr. William John",26,"male",0,0,"28425",13,"",23,276,"England","Southampton","Calumet, Michigan, US","US","","No"
"735",735,0,2,"Troupiansky, Mr. Moses Aaron",28,"male",0,0,"233639",13,"",23,276,"England","Southampton","New York City","US","","No"
"736",736,0,3,"Williams, Mr. Leslie",20,"male",0,0,"54636",16,"",28,336,"Australia","Southampton","New York City","US","","No"
"737",737,0,3,"Ford, Mrs. Edward ",18,"female",1,3,"W./C. 6608",34,"",48,576,"England","Southampton","Essex County, New Jersey, US","US","","No"
"738",738,1,1,"Lesurer, Mr. Gustave J",22,"male",0,0,"PC 17755",512,"B101",35,420,"US","Cherbourg","Germantown, Pennsylvania, US","US","3","Yes"
"739",739,0,3,"Ivanoff, Mr. Kanio",18,"male",0,0,"349201",7,"",20,240,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"740",740,0,3,"Nankoff, Mr. Minko",18,"male",0,0,"349218",7,"",32,384,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"741",741,1,1,"Hawksford, Mr. Walter James",27,"male",0,0,"16988",30,"D45",45,540,"England","Southampton","New York, New York, US","US","3","Yes"
"742",742,0,1,"Cavendish, Mr. Tyrell William",29,"male",1,0,"19877",78,"C46",36,432,"England","Southampton","New York, New York, US","US","","No"
"743",743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",37,"female",2,2,"PC 17608",262,"B57 B59 B63 B66",21,252,"US","Cherbourg","Cooperstown, New York, US","US","4","Yes"
"744",744,0,3,"McNamee, Mr. Neal",17,"male",1,0,"376566",16,"",27,324,"England","Southampton","Philadelphia, Pennsylvania, US","US","","No"
"745",745,1,3,"Stranden, Mr. Juho",18,"male",0,0,"STON/O 2. 3101288",7,"",31,372,"Finland","Southampton","Duluth, Minnesota, US","US","9","Yes"
"746",746,0,1,"Crosby, Capt. Edward Gifford",28,"male",1,1,"WE/P 5735",71,"B22",70,840,"US","Southampton","Milwaukee, Wisconsin, US","US","","No"
"747",747,0,3,"Abbott, Mr. Rossmore Edward",27,"male",1,1,"C.A. 2673",20,"",16,192,"US","Southampton","East Providence, Rhode Island, US","US","","No"
"748",748,1,2,"Sinkkonen, Miss. Anna",21,"female",0,0,"250648",13,"",30,360,"Finland","Southampton","Brighton, Boston, Massachusetts, US","US","10","Yes"
"749",749,0,1,"Marvin, Mr. Daniel Warner",25,"male",1,0,"113773",53,"D30",18,216,"US","Southampton","New York, New York, US","US","","No"
"750",750,0,3,"Connaghton, Mr. Michael",23,"male",0,0,"335097",7,"",31,372,"US","Queenstown","Brooklyn, New York, US","US","","No"
"751",751,1,2,"Wells, Miss. Joan",17,"female",1,1,"29103",23,"",4,48,"England","Southampton","Akron, Ohio, US","US","14","Yes"
"752",752,1,3,"Moor, Master. Meier",19,"male",0,1,"392096",12,"E121",7,84,"Russia","Southampton","Chicago, Illinois, US","US","14","Yes"
"753",753,0,3,"Vande Velde, Mr. Johannes Joseph",32,"male",0,0,"345780",9,"",35,420,"Belgium","Southampton","New York City","US","","No"
"754",754,0,3,"Jonkoff, Mr. Lalio",18,"male",0,0,"349204",7,"",23,276,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"755",755,1,2,"Herman, Mrs. Samuel ",20,"female",1,2,"220845",65,"",48,576,"England","Southampton","Bernardsville, New Jersey, US","US","9","Yes"
"756",756,1,2,"Hamalainen, Master. Viljo",25,"male",1,1,"250649",14,"",1,12,"US","Southampton","Detroit, Michigan, US","US","4","Yes"
"757",757,0,3,"Carlsson, Mr. August Sigfrid",28,"male",0,0,"350042",7,"",24,288,"Sweden","Southampton","Tower, Minnesota, US","US","","No"
"758",758,0,2,"Bailey, Mr. Percy Andrew",24,"male",0,0,"29108",11,"",18,216,"England","Southampton","Akron, Ohio, US","US","","No"
"759",759,0,3,"Theobald, Mr. Thomas Leonard",28,"male",0,0,"363294",8,"",34,408,"England","Southampton","Detroit, Michigan, US","US","","No"
"760",760,1,1,"Rothes, the Countess. of ",25,"female",0,0,"110152",86,"B77",34,408,"Canada","Southampton","Vancouver, British Columbia, Canada","Canada","8","Yes"
"761",761,0,3,"Garfirth, Mr. John",18,"male",0,0,"358585",14,"",21,252,"England","Southampton","Kitchener, Ontario, Canada","Canada","","No"
"762",762,0,3,"Nirva, Mr. Iisakki Antino Aijo",30,"male",0,0,"SOTON/O2 3101272",7,"",41,492,"Finland","Southampton","Sudbury, Ontario, Canada","Canada","","No"
"763",763,1,3,"Barah, Mr. Hanna Assi",21,"male",0,0,"2663",7,"",27,324,"Lebanon","Cherbourg","Wilkes-Barre, Pennsylvania, US","US","15","Yes"
"764",764,1,1,"Carter, Mrs. William Ernest ",28,"female",1,2,"113760",120,"B96 B98",36,432,"US","Southampton","Bryn Mawr, Pennsylvania, US","US","4","Yes"
"765",765,0,3,"Eklund, Mr. Hans Linus",22,"male",0,0,"347074",7,"",16,192,"Sweden","Southampton","Jerome Junction, Arizona, US","US","","No"
"766",766,1,1,"Hogeboom, Mrs. John C ",22,"female",1,0,"13502",77,"D11",51,612,"US","Cherbourg","Hudson, New York, US","US","10","Yes"
"767",767,0,1,"Brewe, Dr. Arthur Jackson",25,"male",0,0,"112379",39,"",45,540,"US","Cherbourg","Philadelphia, Pennsylvania, US","US","","No"
"768",768,0,3,"Mangan, Miss. Mary",18,"female",0,0,"364850",7,"",32,384,"Ireland","Queenstown","Chicago, Illinois, US","US","","No"
"769",769,0,3,"Moran, Mr. Daniel J",19,"male",1,0,"371110",24,"",27,324,"Ireland","Queenstown","Brooklyn, New York, US","US","","No"
"770",770,0,3,"Gronnestad, Mr. Daniel Danielsen",32,"male",0,0,"8471",8,"",32,384,"Norway","Southampton","Portland, North Dakota, US","US","","No"
"771",771,0,3,"Lievens, Mr. Rene Aime",22,"male",0,0,"345781",9,"",24,288,"Belgium","Southampton","Detroit, Michigan, US","US","","No"
"772",772,0,3,"Jensen, Mr. Niels Peder",23,"male",0,0,"350047",7,"",48,576,"US","Southampton","Portland, Oregon, US","US","","No"
"773",773,0,2,"Mack, Mrs. ",11,"female",0,0,"S.O./P.P. 3",10,"E77",57,684,"England","Southampton","New York City","US","","No"
"774",774,0,3,"Elias, Mr. Dibo",15,"male",0,0,"2674",7,"",29,348,"Lebanon","Cherbourg","New York City","US","","No"
"775",775,1,2,"Hocking, Mrs. Elizabeth ",24,"female",1,3,"29105",23,"",54,648,"England","Southampton","Akron, Ohio, US","US","4","Yes"
"776",776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",39,"male",0,0,"347078",7,"",18,216,"Sweden","Southampton","Chicago, Illinois, US","US","","No"
"777",777,0,3,"Tobin, Mr. Roger",16,"male",0,0,"383121",7,"F38",20,240,"Ireland","Queenstown","New York City","US","","No"
"778",778,1,3,"Emanuel, Miss. Virginia Ethel",29,"female",0,0,"364516",12,"",6,72,"US","Southampton","New York City","US","13","Yes"
"779",779,0,3,"Kilgannon, Mr. Thomas J",23,"male",0,0,"36865",7,"",22,264,"Ireland","Queenstown","New York City","US","","No"
"780",780,1,1,"Robert, Mrs. Edward Scott ",26,"female",0,1,"24160",211,"B3",43,516,"US","Southampton","St Louis, Missouri, US","US","2","Yes"
"781",781,1,3,"Ayoub, Miss. Banoura",20,"female",0,0,"2687",7,"",15,180,"Lebanon","Cherbourg","Owen Sound, Ontario, Canada","Canada","C","Yes"
"782",782,1,1,"Dick, Mrs. Albert Adrian ",25,"female",1,0,"17474",57,"B20",17,204,"Canada","Southampton","Calgary, Alberta, Canada","Canada","3","Yes"
"783",783,0,1,"Long, Mr. Milton Clyde",22,"male",0,0,"113501",30,"D6",29,348,"US","Southampton","Springfield, Massachusetts, US","US","","No"
"784",784,0,3,"Johnston, Mr. Andrew G",22,"male",1,2,"W./C. 6607",23,"",35,420,"England","Southampton","New London, Connecticut, US","US","","No"
"785",785,0,3,"Ali, Mr. William",16,"male",0,0,"SOTON/O.Q. 3101312",7,"",25,300,"Argentina","Southampton","New York City","US","","No"
"786",786,0,3,"Harmer, Mr. Abraham ",20,"male",0,0,"374887",7,"",25,300,"England","Southampton","Montreal, Quebec, Canada","Canada","","No"
"787",787,1,3,"Sjoblom, Miss. Anna Sofia",25,"female",0,0,"3101265",7,"",18,216,"Finland","Southampton","Olympia, Washington, US","US","16","Yes"
"788",788,0,3,"Rice, Master. George Hugh",25,"male",4,1,"382652",29,"",8,96,"Ireland","Queenstown","Spokane, Washington, US","US","","No"
"789",789,1,3,"Dean, Master. Bertram Vere",26,"male",1,2,"C.A. 2315",20,"",1,12,"England","Southampton","Wichita, Kansas, US","US","10","Yes"
"790",790,0,1,"Guggenheim, Mr. Benjamin",24,"male",0,0,"PC 17593",79,"B82 B84",46,552,"France","Cherbourg","New York, New York, US","US","","No"
"791",791,0,3,"Keane, Mr. Andrew ""Andy""",24,"male",0,0,"12460",7,"",23,276,"Ireland","Queenstown","Auburndale, Florida, US","US","","No"
"792",792,0,2,"Gaskell, Mr. Alfred",19,"male",0,0,"239865",26,"",18,216,"England","Southampton","Montreal, Quebec, Canada","Canada","","No"
"793",793,0,3,"Sage, Miss. Stella Anna",23,"female",8,2,"CA. 2343",69,"",20,240,"England","Southampton","Jacksonville, Florida, US","US","","No"
"794",794,0,1,"Hoyt, Mr. William Fisher",24,"male",0,0,"PC 17600",30,"",42,504,"US","Cherbourg","New York, New York, US","US","14","Yes"
"795",795,0,3,"Dantcheff, Mr. Ristiu",21,"male",0,0,"349203",7,"",25,300,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"796",796,0,2,"Otter, Mr. Richard",18,"male",0,0,"28213",13,"",39,468,"US","Southampton","Middleburg Heights, Ohio, US","US","","No"
"797",797,1,1,"Leader, Dr. Alice ",18,"female",0,0,"17465",25,"D17",49,588,"US","Southampton","New York, New York, US","US","8","Yes"
"798",798,1,3,"Osman, Mrs. Mara",16,"female",0,0,"349244",8,"",31,372,"Croatia","Southampton","Steelton, Pennsylvania, US","US","","No"
"799",799,0,3,"Ibrahim Shawah, Mr. Yousseff",28,"male",0,0,"2685",7,"",33,396,"Lebanon","Cherbourg","New York City","US","","No"
"800",800,0,3,"Van Impe, Mrs. Jean Baptiste ",29,"female",1,1,"345773",24,"",30,360,"Belgium","Southampton","Detroit, Michigan, US","US","","No"
"801",801,0,2,"Ponesell, Mr. Martin",20,"male",0,0,"250647",13,"",34,408,"England","Southampton","New York City","US","","No"
"802",802,1,2,"Collyer, Mrs. Harvey ",21,"female",1,1,"C.A. 31921",26,"",31,372,"England","Southampton","Payette, Idaho, US","US","14","Yes"
"803",803,1,1,"Carter, Master. William Thornton II",35,"male",1,2,"113760",120,"B96 B98",11,132,"US","Southampton","Bryn Mawr, Pennsylvania, US","US","4","Yes"
"804",804,1,3,"Thomas, Master. Assad Alexander",31,"male",0,1,"2625",8,"",0.42,5,"Lebanon","Cherbourg","Wilkes Barre, Pennsylvania, US","US","16","Yes"
"805",805,1,3,"Hedman, Mr. Oskar Arvid",23,"male",0,0,"347089",6,"",27,324,"US","Southampton","St. Paul, Minnesota, US","US","15","Yes"
"806",806,0,3,"Johansson, Mr. Karl Johan",25,"male",0,0,"347063",7,"",31,372,"US","Southampton","Duluth, Minnesota, US","US","","No"
"807",807,0,1,"Andrews, Mr. Thomas Jr",22,"male",0,0,"112050",0,"A36",39,468,"Ireland","Belfast","New York, New York, US","US","","No"
"808",808,0,3,"Pettersson, Miss. Ellen Natalia",31,"female",0,0,"347087",7,"",18,216,"Sweden","Southampton","Iron Mountain, Michigan, US","US","","No"
"809",809,0,2,"Meyer, Mr. August",17,"male",0,0,"248723",13,"",31,372,"England","Southampton","New York City","US","","No"
"810",810,1,1,"Chambers, Mrs. Norman Campbell ",31,"female",1,0,"113806",53,"E8",32,384,"US","Southampton","New York, New York, US","US","5","Yes"
"811",811,0,3,"Alexander, Mr. William",22,"male",0,0,"3474",7,"",23,276,"England","Southampton","Albion, Michigan, US","US","","No"
"812",812,0,3,"Lester, Mr. James",17,"male",0,0,"A/4 48871",24,"",39,468,"England","Southampton","Pontiac, Michigan, US","US","","No"
"813",813,0,2,"Slemen, Mr. Richard James",25,"male",0,0,"28206",10,"",35,420,"England","Southampton","Nashua, New Hampshire, US","US","","No"
"814",814,0,3,"Andersson, Miss. Ebba Iris Alfrida",34,"female",4,2,"347082",31,"",6,72,"Sweden","Southampton","Winnipeg, Manitoba, Canada","Canada","","No"
"815",815,0,3,"Tomlin, Mr. Ernest Portage",26,"male",0,0,"364499",8,"",22,264,"Canada","Southampton","Des Moines, Iowa, US","US","","No"
"816",816,0,1,"Fry, Mr. Richard",16,"male",0,0,"112058",0,"B102",39,468,"England","Southampton","New York, New York, US","US","","No"
"817",817,0,3,"Heininen, Miss. Wendla Maria",28,"female",0,0,"STON/O2. 3101290",7,"",23,276,"Finland","Southampton","New York City","US","","No"
"818",818,0,2,"Mallet, Mr. Albert",18,"male",1,1,"S.C./PARIS 2079",37,"",31,372,"Canada","Cherbourg","Montreal, Quebec, Canada","Canada","","No"
"819",819,0,3,"Holm, Mr. John Fredrik Alexander",32,"male",0,0,"C 7075",6,"",43,516,"Sweden","Southampton","New York City","US","","No"
"820",820,0,3,"Skoog, Master. Karl Thorsten",28,"male",3,2,"347088",27,"",11,132,"Sweden","Southampton","Iron Mountain, Michigan, US","US","","No"
"821",821,1,1,"Hays, Mrs. Charles Melville ",28,"female",1,1,"12749",93,"B69",52,624,"Canada","Southampton","Montreal, Quebec, Canada","Canada","3","Yes"
"822",822,1,3,"Lulic, Mr. Nikola",17,"male",0,0,"315098",8,"",29,348,"Croatia","Southampton","Chicago, Illinois, US","US","15","Yes"
"823",823,0,1,"Reuchlin, Jonkheer. John George",31,"male",0,0,"19972",0,"",38,456,"Netherlands","Southampton","New York, New York, US","US","","No"
"824",824,1,3,"Moor, Mrs. ",11,"female",0,1,"392096",12,"E121",29,348,"Russia","Southampton","Chicago, Illinois, US","US","14","Yes"
"825",825,0,3,"Panula, Master. Urho Abraham",28,"male",4,1,"3101295",39,"",2,24,"Finland","Southampton","Coal Center, Pennsylvania, US","US","","No"
"826",826,0,3,"Flynn, Mr. John",15,"male",0,0,"368323",6,"",42,504,"Ireland","Queenstown","Pittsburgh, Pennsylvania, US","US","","No"
"827",827,0,3,"Lam, Mr. Len",12,"male",0,0,"1601",56,"",23,276,"China","Southampton","New York City","US","","No"
"828",828,1,2,"Mallet, Master. Andre",21,"male",0,2,"S.C./PARIS 2079",37,"",1,12,"Canada","Cherbourg","Montreal, Quebec, Canada","Canada","10","Yes"
"829",829,1,3,"McCormack, Mr. Thomas Joseph",28,"male",0,0,"367228",7,"",19,228,"US","Queenstown","Guttenberg, New Jersey, US","US","15","Yes"
"830",830,1,1,"Stone, Mrs. George Nelson ",26,"female",0,0,"113572",80,"B28",62,744,"US","Southampton","New York, New York, US","US","6","Yes"
"831",831,1,3,"Yasbeck, Mrs. Antoni ",21,"female",1,0,"2659",14,"",15,180,"Lebanon","Cherbourg","Wilkes-Barre, Pennsylvania, US","US","C","Yes"
"832",832,1,2,"Richards, Master. George Sibley",31,"male",1,1,"29106",18,"",0.75,9,"England","Southampton","Akron, Ohio, US","US","4","Yes"
"833",833,0,3,"Saad, Mr. Amin",14,"male",0,0,"2671",7,"",30,360,"Lebanon","Cherbourg","New York City","US","","No"
"834",834,0,3,"Augustsson, Mr. Albert",22,"male",0,0,"347468",7,"",23,276,"Sweden","Southampton","Bloomington, Indiana, US","US","","No"
"835",835,0,3,"Allum, Mr. Owen George",22,"male",0,0,"2223",8,"",15,180,"England","Southampton","New York City","US","","No"
"836",836,1,1,"Compton, Miss. Sara Rebecca",27,"female",1,1,"PC 17756",83,"E49",39,468,"US","Cherbourg","Lakewood, New Jersey, US","US","14","Yes"
"837",837,0,3,"Pasic, Mr. Jakob",16,"male",0,0,"315097",8,"",21,252,"Slovenia","Southampton","Aurora, Illinois, US","US","","No"
"838",838,0,3,"Sirota, Mr. Maurice",19,"male",0,0,"392092",8,"",20,240,"England","Southampton","New York City","US","","No"
"839",839,1,3,"Chip, Mr. Chang",15,"male",0,0,"1601",56,"",32,384,"China","Southampton","New York City","US","C","Yes"
"840",840,1,1,"Marechal, Mr. Pierre",20,"male",0,0,"11774",29,"C47",28,336,"France","Cherbourg","New York, New York, US","US","7","Yes"
"841",841,0,3,"Alhomaki, Mr. Ilmari Rudolf",27,"male",0,0,"SOTON/O2 3101287",7,"",19,228,"Finland","Southampton","Astoria, Oregon, US","US","","No"
"842",842,0,2,"Mudd, Mr. Thomas Charles",24,"male",0,0,"S.O./P.P. 3",10,"",16,192,"England","Southampton","New York City","US","","No"
"843",843,1,1,"Serepeca, Miss. Augusta",23,"female",0,0,"113798",31,"",30,360,"US","Southampton","Bryn Mawr, Pennsylvania, US","US","4","Yes"
"844",844,0,3,"Lemberopolous, Mr. Peter L",26,"male",0,0,"2683",6,"",30,360,"Greece","Cherbourg","Stamford, Connecticut US","US","","No"
"845",845,0,3,"Culumovic, Mr. Jeso",19,"male",0,0,"315090",8,"",17,204,"Croatia","Southampton","Hammond, Indiana, US","US","","No"
"846",846,0,3,"Abbing, Mr. Anthony",19,"male",0,0,"C.A. 5547",7,"",40,480,"US","Southampton","Cincinnati, Ohio, US","US","","No"
"847",847,0,3,"Sage, Mr. Douglas Bullen",24,"male",8,2,"CA. 2343",69,"",18,216,"England","Southampton","Jacksonville, Florida, US","US","","No"
"848",848,0,3,"Markoff, Mr. Marin",18,"male",0,0,"349213",7,"",35,420,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"849",849,0,2,"Harper, Rev. John",17,"male",0,1,"248727",33,"",39,468,"England","Southampton","Chicago, Illinois, US","US","","No"
"850",850,1,1,"Goldenberg, Mrs. Samuel L ",26,"female",1,0,"17453",89,"C92",40,480,"France","Cherbourg","New York, New York, US","US","5","Yes"
"851",851,0,3,"Andersson, Master. Sigvard Harald Elias",39,"male",4,2,"347082",31,"",4,48,"Sweden","Southampton","Winnipeg, Manitoba, Canada","Canada","","No"
"852",852,0,3,"Svensson, Mr. Johan",19,"male",0,0,"347060",7,"",74,888,"Sweden","Southampton","Effington Rut, South Dakota, US","US","","No"
"853",853,0,3,"Boulos, Miss. Nourelain",23,"female",1,1,"2678",15,"",7,84,"Lebanon","Cherbourg","Kent, British Columbia, Canada","Canada","","No"
"854",854,1,1,"Lines, Miss. Mary Conover",25,"female",0,1,"PC 17592",39,"D28",16,192,"France","Cherbourg","Hanover, New Hampshire, US","US","9","Yes"
"855",855,0,2,"Carter, Mrs. Ernest Courtenay ",30,"female",1,0,"244252",26,"",45,540,"England","Southampton","New York City","US","","No"
"856",856,1,3,"Aks, Mrs. Sam ",14,"female",0,1,"392091",9,"",18,216,"England","Southampton","Norfolk, Virginia, US","US","13","Yes"
"857",857,1,1,"Wick, Mrs. George Dennick ",26,"female",1,1,"36928",164,"",45,540,"US","Southampton","Youngstown, Ohio, US","US","8","Yes"
"858",858,1,1,"Daly, Mr. Peter Denis ",22,"male",0,0,"113055",26,"E17",51,612,"Peru","Southampton","Lima, Peru","Peru","A","Yes"
"859",859,1,3,"Baclini, Mrs. Solomon ",22,"female",0,3,"2666",19,"",24,288,"Lebanon","Cherbourg","Brooklyn, New York, US","US","C","Yes"
"860",860,0,3,"Razi, Mr. Raihed",16,"male",0,0,"2629",7,"",30,360,"Lebanon","Cherbourg","New York City","US","","No"
"861",861,0,3,"Hansen, Mr. Claus Peter",23,"male",2,0,"350026",14,"",41,492,"US","Southampton","Racine, Wisconsin, US","US","","No"
"862",862,0,2,"Giles, Mr. Frederick Edward",27,"male",1,0,"28134",11,"",20,240,"England","Southampton","Camden, New Jersey, US","US","","No"
"863",863,1,1,"Swift, Mrs. Frederick Joel ",27,"female",0,0,"17466",25,"D17",46,552,"US","Southampton","New York, New York, US","US","8","Yes"
"864",864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",33,"female",8,2,"CA. 2343",69,"",14,168,"England","Southampton","Jacksonville, Florida, US","US","","No"
"865",865,0,2,"Gill, Mr. John William",22,"male",0,0,"233866",13,"",24,288,"England","Southampton","New York City","US","","No"
"866",866,1,2,"Bystrom, Mrs. ",14,"female",0,0,"236852",13,"",42,504,"US","Southampton","New York City","US","","No"
"867",867,1,2,"Duran y More, Miss. Asuncion",28,"female",1,0,"SC/PARIS 2149",13,"",27,324,"Spain","Cherbourg","Havana, Cuba","Cuba","12","Yes"
"868",868,0,1,"Roebling, Mr. Washington Augustus II",36,"male",0,0,"PC 17590",50,"A24",31,372,"US","Southampton","Trenton, New Jersey, US","US","","No"
"869",869,0,3,"van Melkebeke, Mr. Philemon",27,"male",0,0,"345777",9,"",23,276,"Belgium","Southampton","Detroit, Michigan, US","US","","No"
"870",870,1,3,"Johnson, Master. Harold Theodor",31,"male",1,1,"347742",11,"",4,48,"US","Southampton","St. Charles, Illinois, US","US","15","Yes"
"871",871,0,3,"Balkic, Mr. Cerin",17,"male",0,0,"349248",7,"",26,312,"Bosnia","Southampton","Harrisburg, Pennsylvania, US","US","","No"
"872",872,1,1,"Beckwith, Mrs. Richard Leonard ",31,"female",1,1,"11751",52,"D35",46,552,"US","Southampton","New York, New York, US","US","5","Yes"
"873",873,0,1,"Carlsson, Mr. Frans Olof",24,"male",0,0,"695",5,"B51 B53 B55",33,396,"US","Southampton","New York, New York, US","US","","No"
"874",874,0,3,"Vander Cruyssen, Mr. Victor",27,"male",0,0,"345765",9,"",46,552,"Belgium","Southampton","Detroit, Michigan, US","US","","No"
"875",875,1,2,"Abelson, Mrs. Samuel ",21,"female",1,0,"P/PP 3381",24,"",28,336,"Russia","Cherbourg","New York, New York, US","US","10","Yes"
"876",876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",32,"female",0,0,"2667",7,"",15,180,"Lebanon","Cherbourg","Brooklyn, New York, US","US","C","Yes"
"877",877,0,3,"Gustafsson, Mr. Alfred Ossian",29,"male",0,0,"7534",9,"",19,228,"Finland","Southampton","Waukegan, Illinois, US","US","","No"
"878",878,0,3,"Petroff, Mr. Nedelio",20,"male",0,0,"349212",7,"",19,228,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"879",879,0,3,"Laleff, Mr. Kristo",18,"male",0,0,"349217",7,"",23,276,"Bulgaria","Southampton","Chicago, Illinois, US","US","","No"
"880",880,1,1,"Potter, Mrs. Thomas Jr ",23,"female",0,1,"11767",83,"C50",56,672,"US","Cherbourg","Philadelphia, Pennsylvania, US","US","7","Yes"
"881",881,1,2,"Shelley, Mrs. William ",22,"female",0,1,"230433",26,"",25,300,"US","Southampton","Deer Lodge, Montana, US","US","12","Yes"
"882",882,0,3,"Markun, Mr. Johann",18,"male",0,0,"349257",7,"",33,396,"Slovenia","Cherbourg","New York City","US","","No"
"883",883,0,3,"Dahlberg, Miss. Gerda Ulrika",28,"female",0,0,"7552",10,"",22,264,"Sweden","Southampton","Chicago, Illinois, US","US","","No"
"884",884,0,2,"Banfield, Mr. Frederick James",29,"male",0,0,"C.A./SOTON 34068",10,"",28,336,"England","Southampton","Houghton, Michigan, US","US","","No"
"885",885,0,3,"Sutehall, Mr. Henry Jr",22,"male",0,0,"SOTON/OQ 392076",7,"",25,300,"England","Southampton","Buffalo, New York, US","US","","No"
"886",886,0,3,"Rice, Mrs. William ",19,"female",0,5,"382652",29,"",39,468,"Ireland","Queenstown","Spokane, Washington, US","US","","No"
"887",887,0,2,"Montvila, Rev. Juozas",21,"male",0,0,"211536",13,"",27,324,"Lithuania","Southampton","Worcester, Massachusetts, US","US","","No"
"888",888,1,1,"Graham, Miss. Margaret Edith",28,"female",0,0,"112053",30,"B42",19,228,"US","Southampton","Greenwich, Connecticut, US","US","3","Yes"
"889",889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",40,"female",1,2,"W./C. 6607",23,"",7,84,"England","Southampton","New London, Connecticut, US","US","","No"
"890",890,1,1,"Behr, Mr. Karl Howell",21,"male",0,0,"111369",30,"C148",26,312,"US","Cherbourg","New York, New York, US","US","5","Yes"
"891",891,0,3,"Dooley, Mr. Patrick",19,"male",0,0,"370376",7,"",43,516,"Ireland","Queenstown","New York City","US","","No"
